NC_002945.4	80271	80586
NC_002945.4	103747	105251
NC_002945.4	105359	106751
NC_002945.4	131419	132910
NC_002945.4	149570	151187
NC_002945.4	306201	307872
NC_002945.4	331761	332004
NC_002945.4	331826	334433
NC_002945.4	334696	337330
NC_002945.4	337579	340075
NC_002945.4	340365	341976
NC_002945.4	350936	352478
NC_002945.4	362335	364156
NC_002945.4	367196	370640
NC_002945.4	370783	376741
NC_002945.4	425172	435696
NC_002945.4	467688	469020
NC_002945.4	531769	533209
NC_002945.4	544192	545749
NC_002945.4	623942	625688
NC_002945.4	625593	625821
NC_002945.4	673238	677159
NC_002945.4	834813	835332
NC_002945.4	837524	839918
NC_002945.4	840316	843046
NC_002945.4	848348	850103
NC_002945.4	850292	852230
NC_002945.4	925780	926194
NC_002945.4	926190	928512
NC_002945.4	928738	931234
NC_002945.4	968883	970710
NC_002945.4	977351	978668
NC_002945.4	1020523	1021795
NC_002945.4	1025923	1025938
NC_002945.4	1027344	1027359
NC_002945.4	1027506	1027555
NC_002945.4	1027525	1027542
NC_002945.4	1029781	1029829
NC_002945.4	1029810	1029827
NC_002945.4	1090839	1093611
NC_002945.4	1093827	1094835
NC_002945.4	1095556	1096930
NC_002945.4	1161771	1162947
NC_002945.4	1169847	1169862
NC_002945.4	1171156	1171171
NC_002945.4	1188896	1190912
NC_002945.4	1191244	1193536
NC_002945.4	1212947	1215272
NC_002945.4	1217877	1220430
NC_002945.4	1253015	1254371
NC_002945.4	1263670	1265527
NC_002945.4	1277699	1279148
NC_002945.4	1279242	1279246
NC_002945.4	1279246	1279263
NC_002945.4	1280200	1280216
NC_002945.4	1280216	1280220
NC_002945.4	1300163	1300661
NC_002945.4	1300662	1301205
NC_002945.4	1340626	1341799
NC_002945.4	1342562	1342570
NC_002945.4	1342608	1342623
NC_002945.4	1343917	1343932
NC_002945.4	1344005	1344013
NC_002945.4	1386260	1387949
NC_002945.4	1470597	1470617
NC_002945.4	1472077	1472097
NC_002945.4	1490597	1492409
NC_002945.4	1534886	1536077
NC_002945.4	1562856	1564476
NC_002945.4	1573214	1574573
NC_002945.4	1618945	1620421
NC_002945.4	1631393	1635620
NC_002945.4	1636996	1639384
NC_002945.4	1656763	1657876
NC_002945.4	1739718	1741755
NC_002945.4	1778281	1779644
NC_002945.4	1852120	1855177
NC_002945.4	1916961	1918340
NC_002945.4	1921246	1922404
NC_002945.4	1922443	1923628
NC_002945.4	1971420	1974576
NC_002945.4	1993432	1993446
NC_002945.4	1994648	1994662
NC_002945.4	1995462	1997337
NC_002945.4	2020167	2021262
NC_002945.4	2021653	2022835
NC_002945.4	2023288	2024341
NC_002945.4	2034316	2036284
NC_002945.4	2036864	2038136
NC_002945.4	2038247	2039639
NC_002945.4	2039786	2041409
NC_002945.4	2041442	2041706
NC_002945.4	2043249	2044461
NC_002945.4	2044784	2046014
NC_002945.4	2046145	2046709
NC_002945.4	2046709	2047558
NC_002945.4	2056041	2057547
NC_002945.4	2082731	2084132
NC_002945.4	2157622	2163355
NC_002945.4	2163692	2164697
NC_002945.4	2164779	2166657
NC_002945.4	2192032	2193394
NC_002945.4	2209569	2211246
NC_002945.4	2352604	2353336
NC_002945.4	2365906	2367301
NC_002945.4	2372010	2373078
NC_002945.4	2408168	2409641
NC_002945.4	2599674	2600916
NC_002945.4	2608061	2609435
NC_002945.4	2610172	2612017
NC_002945.4	2624234	2624420
NC_002945.4	2665281	2666364
NC_002945.4	2693239	2693252
NC_002945.4	2694437	2694450
NC_002945.4	2699909	2700494
NC_002945.4	2766512	2767016
NC_002945.4	2767012	2767960
NC_002945.4	2767976	2768597
NC_002945.4	2772465	2775918
NC_002945.4	2775914	2777444
NC_002945.4	2799739	2799754
NC_002945.4	2801048	2801063
NC_002945.4	2893409	2895050
NC_002945.4	2906913	2908656
NC_002945.4	2915467	2916862
NC_002945.4	2931977	2934314
NC_002945.4	2943909	2943924
NC_002945.4	3014939	3016454
NC_002945.4	3037879	3039064
NC_002945.4	3040294	3041443
NC_002945.4	3080146	3080182
NC_002945.4	3080217	3080253
NC_002945.4	3080290	3080326
NC_002945.4	3080364	3080400
NC_002945.4	3080443	3080479
NC_002945.4	3080520	3080556
NC_002945.4	3080594	3080630
NC_002945.4	3080668	3080704
NC_002945.4	3080741	3080777
NC_002945.4	3080815	3080851
NC_002945.4	3080886	3080922
NC_002945.4	3080959	3080995
NC_002945.4	3081032	3081068
NC_002945.4	3081104	3081140
NC_002945.4	3081176	3081212
NC_002945.4	3081250	3081286
NC_002945.4	3081324	3081360
NC_002945.4	3081395	3081415
NC_002945.4	3081412	3081415
NC_002945.4	3081415	3081443
NC_002945.4	3080146	3084550
NC_002945.4	3082742	3082770
NC_002945.4	3082770	3082773
NC_002945.4	3082773	3082789
NC_002945.4	3082829	3082865
NC_002945.4	3082904	3082940
NC_002945.4	3082977	3083013
NC_002945.4	3083053	3083089
NC_002945.4	3083130	3083166
NC_002945.4	3083202	3083238
NC_002945.4	3083274	3083310
NC_002945.4	3083347	3083383
NC_002945.4	3083408	3083444
NC_002945.4	3083485	3083521
NC_002945.4	3083557	3083593
NC_002945.4	3083632	3083668
NC_002945.4	3083706	3083742
NC_002945.4	3083780	3083816
NC_002945.4	3083851	3083887
NC_002945.4	3083926	3083962
NC_002945.4	3084000	3084036
NC_002945.4	3084075	3084111
NC_002945.4	3084147	3084183
NC_002945.4	3084218	3084254
NC_002945.4	3084291	3084327
NC_002945.4	3084363	3084399
NC_002945.4	3084440	3084476
NC_002945.4	3084514	3084550
NC_002945.4	3123195	3125043
NC_002945.4	3161721	3162948
NC_002945.4	3249345	3249350
NC_002945.4	3249350	3249404
NC_002945.4	3251509	3251563
NC_002945.4	3251563	3251568
NC_002945.4	3294866	3294872
NC_002945.4	3296885	3296891
NC_002945.4	3337965	3339279
NC_002945.4	3340346	3341654
NC_002945.4	3342276	3342284
NC_002945.4	3342322	3342337
NC_002945.4	3343631	3343646
NC_002945.4	3343719	3343727
NC_002945.4	3442276	3442284
NC_002945.4	3442357	3442372
NC_002945.4	3443666	3443681
NC_002945.4	3443719	3443727
NC_002945.4	3448659	3449835
NC_002945.4	3459517	3460663
NC_002945.4	3461314	3462457
NC_002945.4	3469608	3470838
NC_002945.4	3486911	3488681
NC_002945.4	3488928	3490827
NC_002945.4	3516207	3516270
NC_002945.4	3517534	3517597
NC_002945.4	3691026	3695043
NC_002945.4	3695091	3699105
NC_002945.4	3699101	3700721
NC_002945.4	3701657	3704843
NC_002945.4	3704839	3711130
NC_002945.4	3713891	3717551
NC_002945.4	3717544	3723679
NC_002945.4	3723736	3725041
NC_002945.4	3736506	3738387
NC_002945.4	3756680	3756682
NC_002945.4	3756682	3756707
NC_002945.4	3758225	3758250
NC_002945.4	3758250	3758252
NC_002945.4	3758348	3760598
NC_002945.4	3799279	3799816
NC_002945.4	3835633	3837026
NC_002945.4	3845176	3846358
NC_002945.4	3876604	3880687
NC_002945.4	3880977	3885360
NC_002945.4	3888266	3894083
NC_002945.4	3894913	3897892
NC_002945.4	3916970	3918191
NC_002945.4	3918332	3920081
NC_002945.4	3925686	3927126
NC_002945.4	3945607	3947266
NC_002945.4	3979030	3980785
NC_002945.4	3984224	3985703
NC_002945.4	4017314	4017363
NC_002945.4	4019383	4019432
NC_002945.4	4020154	4020167
NC_002945.4	4021434	4021447
NC_002945.4	4035280	4035595
NC_002945.4	4035588	4036302
NC_002945.4	4131156	4131513
NC_002945.4	4193560	4193587
NC_002945.4	4195027	4195054
NC_002945.4	4217255	4218770
NC_002945.4	4291806	4292913
NC_002945.4	4312852	4314052